"Month","Day","Year","Hr","Inverter_hr_mean"
"11","24","16","0",0
"11","24","16","1",0
"11","24","16","10",309.75
"11","24","16","11",322.75
"11","24","16","12",286.5
"11","24","16","13",259.75
"11","24","16","14",165
"11","24","16","15",53.75
"11","24","16","16",3.02325
"11","24","16","17",0
"11","24","16","18",0
"11","24","16","19",0
"11","24","16","2",0
"11","24","16","20",0
"11","24","16","21",0
"11","24","16","22",0
"11","24","16","23",0
"11","24","16","3",0
"11","24","16","4",0
"11","24","16","5",0
"11","24","16","6",0
"11","24","16","7",24.1975
"11","24","16","8",96.775
"11","24","16","9",187.5
"11","25","16","0",0
"11","25","16","1",0
"11","25","16","10",1002
"11","25","16","11",706.75
"11","25","16","12",637.5
"11","25","16","13",596.75
"11","25","16","14",394.5
"11","25","16","15",132.975
"11","25","16","16",8.5525
"11","25","16","17",0
"11","25","16","18",0
"11","25","16","19",0
"11","25","16","2",0
"11","25","16","20",0
"11","25","16","21",0
"11","25","16","22",0
"11","25","16","23",0
"11","25","16","3",0
"11","25","16","4",0
"11","25","16","5",0
"11","25","16","6",0
"11","25","16","7",59.3725
"11","25","16","8",272.75
"11","25","16","9",964.5
"11","26","16","0",0
"11","26","16","1",0
"11","26","16","10",3310.25
"11","26","16","11",2127.25
"11","26","16","12",1785.25
"11","26","16","13",1975.5
"11","26","16","14",1315.5
"11","26","16","15",585.75
"11","26","16","16",34.775
"11","26","16","17",0
"11","26","16","18",0
"11","26","16","19",0
"11","26","16","2",0
"11","26","16","20",0
"11","26","16","21",0
"11","26","16","22",0
"11","26","16","23",0
"11","26","16","3",0
"11","26","16","4",0
"11","26","16","5",0
"11","26","16","6",5.3335
"11","26","16","7",386.275
"11","26","16","8",1421.25
"11","26","16","9",2638.25
"11","27","16","0",0
"11","27","16","1",0
"11","27","16","10",554.75
"11","27","16","11",688.75
"11","27","16","12",586.5
"11","27","16","13",670.25
"11","27","16","14",644.25
"11","27","16","15",216.35
"11","27","16","16",9.92375
"11","27","16","17",0
"11","27","16","18",0
"11","27","16","19",0
"11","27","16","2",0
"11","27","16","20",0
"11","27","16","21",0
"11","27","16","22",0
"11","27","16","23",0
"11","27","16","3",0
"11","27","16","4",0
"11","27","16","5",0
"11","27","16","6",0.61
"11","27","16","7",89.8
"11","27","16","8",317.75
"11","27","16","9",427.75
"11","28","16","0",0
"11","28","16","1",0
"11","28","16","10",133.75
"11","28","16","11",100.775
"11","28","16","12",171.25
"11","28","16","13",88.925
"11","28","16","14",53.85
"11","28","16","15",31.65
"11","28","16","16",1.0025
"11","28","16","17",0
"11","28","16","18",0
"11","28","16","19",0
"11","28","16","2",0
"11","28","16","20",0
"11","28","16","21",0
"11","28","16","22",0
"11","28","16","23",0
"11","28","16","3",0
"11","28","16","4",0
"11","28","16","5",0
"11","28","16","6",0
"11","28","16","7",14.6
"11","28","16","8",66.35
"11","28","16","9",111.4
"11","29","16","0",0
"11","29","16","1",0
"11","29","16","10",3478
"11","29","16","11",3277.5
"11","29","16","12",3330.75
"11","29","16","13",1798.25
"11","29","16","14",735.75
"11","29","16","15",679.25
"11","29","16","16",36.6525
"11","29","16","17",0
"11","29","16","18",0
"11","29","16","19",0
"11","29","16","2",0
"11","29","16","20",0
"11","29","16","21",0
"11","29","16","22",0
"11","29","16","23",0
"11","29","16","3",0
"11","29","16","4",0
"11","29","16","5",0
"11","29","16","6",1.9875
"11","29","16","7",135.05
"11","29","16","8",801.75
"11","29","16","9",2116.5
"11","3","16","0",0
"11","3","16","1",0
"11","3","16","10",1694
"11","3","16","11",1762.5
"11","3","16","12",2215
"11","3","16","13",1840.25
"11","3","16","14",3071.75
"11","3","16","15",2576.5
"11","3","16","16",1071
"11","3","16","17",142.1
"11","3","16","18",0
"11","3","16","19",0
"11","3","16","2",0
"11","3","16","20",0
"11","3","16","21",0
"11","3","16","22",0
"11","3","16","23",0
"11","3","16","3",0
"11","3","16","4",0
"11","3","16","5",0
"11","3","16","6",0
"11","3","16","7",15.165
"11","3","16","8",288.5
"11","3","16","9",501.75
"11","30","16","0",0
"11","30","16","1",0
"11","30","16","10",3630.75
"11","30","16","11",3248.75
"11","30","16","12",1361
"11","30","16","13",404.5
"11","30","16","14",164.75
"11","30","16","15",48.65
"11","30","16","16",0.8925
"11","30","16","17",0
"11","30","16","18",0
"11","30","16","19",0
"11","30","16","2",0
"11","30","16","20",0
"11","30","16","21",0
"11","30","16","22",0
"11","30","16","23",0
"11","30","16","3",0
"11","30","16","4",0
"11","30","16","5",0
"11","30","16","6",1.85
"11","30","16","7",367.175
"11","30","16","8",1466.25
"11","30","16","9",2590.75
"11","4","16","0",0
"11","4","16","1",0
"11","4","16","10",3570.25
"11","4","16","11",4099.25
"11","4","16","12",4318.75
"11","4","16","13",4177
"11","4","16","14",3642.75
"11","4","16","15",2680
"11","4","16","16",1107
"11","4","16","17",137.675
"11","4","16","18",0
"11","4","16","19",0
"11","4","16","2",0
"11","4","16","20",0
"11","4","16","21",0
"11","4","16","22",0
"11","4","16","23",0
"11","4","16","3",0
"11","4","16","4",0
"11","4","16","5",0
"11","4","16","6",0
"11","4","16","7",72.45
"11","4","16","8",956.75
"11","4","16","9",2539
"11","5","16","0",0
"11","5","16","1",0
"11","5","16","10",2768.25
"11","5","16","11",3503.75
"11","5","16","12",3607
"11","5","16","13",3095.25
"11","5","16","14",2286.25
"11","5","16","15",1832.75
"11","5","16","16",779.5
"11","5","16","17",111.96
"11","5","16","18",0
"11","5","16","19",0
"11","5","16","2",0
"11","5","16","20",0
"11","5","16","21",0
"11","5","16","22",0
"11","5","16","23",0
"11","5","16","3",0
"11","5","16","4",0
"11","5","16","5",0
"11","5","16","6",0
"11","5","16","7",98.875
"11","5","16","8",737.75
"11","5","16","9",2143.25
"11","6","16","0",0
"11","6","16","1",0
"11","6","16","10",3888
"11","6","16","11",4108.5
"11","6","16","12",3960.25
"11","6","16","13",3458.25
"11","6","16","14",2481.5
"11","6","16","15",889.25
"11","6","16","16",117.5525
"11","6","16","17",0
"11","6","16","18",0
"11","6","16","19",0
"11","6","16","2",0
"11","6","16","20",0
"11","6","16","21",0
"11","6","16","22",0
"11","6","16","23",0
"11","6","16","3",0
"11","6","16","4",0
"11","6","16","5",0
"11","6","16","6",52.1975
"11","6","16","7",841
"11","6","16","8",2329
"11","6","16","9",3356.25
"11","7","16","0",0
"11","7","16","1",0
"11","7","16","10",3847.5
"11","7","16","11",4020
"11","7","16","12",3700.75
"11","7","16","13",2242.5
"11","7","16","14",894.75
"11","7","16","15",745.5
"11","7","16","16",102.689
"11","7","16","17",0
"11","7","16","18",0
"11","7","16","19",0
"11","7","16","2",0
"11","7","16","20",0
"11","7","16","21",0
"11","7","16","22",0
"11","7","16","23",0
"11","7","16","3",0
"11","7","16","4",0
"11","7","16","5",0
"11","7","16","6",50.6175
"11","7","16","7",842.5
"11","7","16","8",2321.25
"11","7","16","9",3363.25
"11","8","16","0",0
"11","8","16","1",0
"11","8","16","10",301.75
"11","8","16","11",213.25
"11","8","16","12",228.5
"11","8","16","13",365.25
"11","8","16","14",473.75
"11","8","16","15",467.5
"11","8","16","16",123.855
"11","8","16","17",0
"11","8","16","18",0
"11","8","16","19",0
"11","8","16","2",0
"11","8","16","20",0
"11","8","16","21",0
"11","8","16","22",0
"11","8","16","23",0
"11","8","16","3",0
"11","8","16","4",0
"11","8","16","5",0
"11","8","16","6",2.94875
"11","8","16","7",53.825
"11","8","16","8",123.5
"11","8","16","9",200.75
"11","9","16","0",0
"11","9","16","1",0
"11","9","16","10",3586.25
"11","9","16","11",3513
"11","9","16","12",3875
"11","9","16","13",3556.75
"11","9","16","14",2421
"11","9","16","15",975.75
"11","9","16","16",100.095
"11","9","16","17",0
"11","9","16","18",0
"11","9","16","19",0
"11","9","16","2",0
"11","9","16","20",0
"11","9","16","21",0
"11","9","16","22",0
"11","9","16","23",0
"11","9","16","3",0
"11","9","16","4",0
"11","9","16","5",0
"11","9","16","6",40.2
"11","9","16","7",813.5
"11","9","16","8",2288.5
"11","9","16","9",3437.5
"12","1","16","0",0
"12","1","16","1",0
"12","1","16","10",921
"12","1","16","11",858
"12","1","16","12",650.25
"12","1","16","13",418
"12","1","16","14",284.5
"12","1","16","15",112.275
"12","1","16","16",4.955
"12","1","16","17",0
"12","1","16","18",0
"12","1","16","19",0
"12","1","16","2",0
"12","1","16","20",0
"12","1","16","21",0
"12","1","16","22",0
"12","1","16","23",0
"12","1","16","3",0
"12","1","16","4",0
"12","1","16","5",0
"12","1","16","6",0
"12","1","16","7",102.4
"12","1","16","8",372.75
"12","1","16","9",880.5
"12","10","16","0",0
"12","10","16","1",0
"12","10","16","10",1075
"12","10","16","11",1224.5
"12","10","16","12",1308.25
"12","10","16","13",1081.5
"12","10","16","14",467
"12","10","16","15",120.425
"12","10","16","16",4.01875
"12","10","16","17",0
"12","10","16","18",0
"12","10","16","19",0
"12","10","16","2",0
"12","10","16","20",0
"12","10","16","21",0
"12","10","16","22",0
"12","10","16","23",0
"12","10","16","3",0
"12","10","16","4",0
"12","10","16","5",0
"12","10","16","6",0
"12","10","16","7",77.0125
"12","10","16","8",384
"12","10","16","9",668.5
"12","11","16","0",0
"12","11","16","1",0
"12","11","16","10",242.5
"12","11","16","11",243.75
"12","11","16","12",200
"12","11","16","13",145.5
"12","11","16","14",70.05
"12","11","16","15",30.3225
"12","11","16","16",0.295
"12","11","16","17",0
"12","11","16","18",0
"12","11","16","19",0
"12","11","16","2",0
"12","11","16","20",0
"12","11","16","21",0
"12","11","16","22",0
"12","11","16","23",0
"12","11","16","3",0
"12","11","16","4",0
"12","11","16","5",0
"12","11","16","6",0
"12","11","16","7",5.155
"12","11","16","8",35.25
"12","11","16","9",110.95
"12","12","16","0",0
"12","12","16","1",0
"12","12","16","10",1981.25
"12","12","16","11",3465.25
"12","12","16","12",3529
"12","12","16","13",1924
"12","12","16","14",881.25
"12","12","16","15",319
"12","12","16","16",25.5575
"12","12","16","17",0
"12","12","16","18",0
"12","12","16","19",0
"12","12","16","2",0
"12","12","16","20",0
"12","12","16","21",0
"12","12","16","22",0
"12","12","16","23",0
"12","12","16","3",0
"12","12","16","4",0
"12","12","16","5",0
"12","12","16","6",0
"12","12","16","7",30.325
"12","12","16","8",247.75
"12","12","16","9",569.25
"12","13","16","0",0
"12","13","16","1",0
"12","13","16","10",68.025
"12","13","16","11",84.525
"12","13","16","12",118.85
"12","13","16","13",188.4
"12","13","16","14",144.25
"12","13","16","15",52.725
"12","13","16","16",1.215
"12","13","16","17",0
"12","13","16","18",0
"12","13","16","19",0
"12","13","16","2",0
"12","13","16","20",0
"12","13","16","21",0
"12","13","16","22",0
"12","13","16","23",0
"12","13","16","3",0
"12","13","16","4",0
"12","13","16","5",0
"12","13","16","6",0
"12","13","16","7",3.5005
"12","13","16","8",16.435
"12","13","16","9",45.9
"12","14","16","0",0
"12","14","16","1",0
"12","14","16","10",183.15
"12","14","16","11",172.5
"12","14","16","12",195.75
"12","14","16","13",186.5
"12","14","16","14",192.25
"12","14","16","15",85.125
"12","14","16","16",3.39825
"12","14","16","17",0
"12","14","16","18",0
"12","14","16","19",0
"12","14","16","2",0
"12","14","16","20",0
"12","14","16","21",0
"12","14","16","22",0
"12","14","16","23",0
"12","14","16","3",0
"12","14","16","4",0
"12","14","16","5",0
"12","14","16","6",0
"12","14","16","7",9.08525
"12","14","16","8",118.7
"12","14","16","9",89.95
"12","15","16","0",0
"12","15","16","1",0
"12","15","16","10",2833.75
"12","15","16","11",3370.75
"12","15","16","12",3283.25
"12","15","16","13",2099.75
"12","15","16","14",1117
"12","15","16","15",371.75
"12","15","16","16",15.175
"12","15","16","17",0
"12","15","16","18",0
"12","15","16","19",0
"12","15","16","2",0
"12","15","16","20",0
"12","15","16","21",0
"12","15","16","22",0
"12","15","16","23",0
"12","15","16","3",0
"12","15","16","4",0
"12","15","16","5",0
"12","15","16","6",0.13675
"12","15","16","7",168.015
"12","15","16","8",1002.25
"12","15","16","9",1925.25
"12","16","16","0",0
"12","16","16","1",0
"12","16","16","10",598.75
"12","16","16","11",605.75
"12","16","16","12",438.25
"12","16","16","13",260
"12","16","16","14",167.25
"12","16","16","15",78.7
"12","16","16","16",5.4275
"12","16","16","17",0
"12","16","16","18",0
"12","16","16","19",0
"12","16","16","2",0
"12","16","16","20",0
"12","16","16","21",0
"12","16","16","22",0
"12","16","16","23",0
"12","16","16","3",0
"12","16","16","4",0
"12","16","16","5",0
"12","16","16","6",0
"12","16","16","7",33.7525
"12","16","16","8",231.5
"12","16","16","9",385.25
"12","17","16","0",0
"12","17","16","1",0
"12","17","16","10",207.5
"12","17","16","11",266.25
"12","17","16","12",279.5
"12","17","16","13",371.25
"12","17","16","14",211.75
"12","17","16","15",75.3
"12","17","16","16",4.6475
"12","17","16","17",0
"12","17","16","18",0
"12","17","16","19",0
"12","17","16","2",0
"12","17","16","20",0
"12","17","16","21",0
"12","17","16","22",0
"12","17","16","23",0
"12","17","16","3",0
"12","17","16","4",0
"12","17","16","5",0
"12","17","16","6",0
"12","17","16","7",12.055
"12","17","16","8",78.725
"12","17","16","9",179
"12","18","16","0",0
"12","18","16","1",0
"12","18","16","10",2525.25
"12","18","16","11",2871
"12","18","16","12",3097
"12","18","16","13",2063
"12","18","16","14",1576
"12","18","16","15",662.25
"12","18","16","16",39.43
"12","18","16","17",0
"12","18","16","18",0
"12","18","16","19",0
"12","18","16","2",0
"12","18","16","20",0
"12","18","16","21",0
"12","18","16","22",0
"12","18","16","23",0
"12","18","16","3",0
"12","18","16","4",0
"12","18","16","5",0
"12","18","16","6",0
"12","18","16","7",136.39
"12","18","16","8",957.5
"12","18","16","9",1836.75
"12","19","16","0",0
"12","19","16","1",0
"12","19","16","10",2324
"12","19","16","11",3574.75
"12","19","16","12",3504
"12","19","16","13",2704.25
"12","19","16","14",1788.25
"12","19","16","15",705
"12","19","16","16",42.45
"12","19","16","17",0
"12","19","16","18",0
"12","19","16","19",0
"12","19","16","2",0
"12","19","16","20",0
"12","19","16","21",0
"12","19","16","22",0
"12","19","16","23",0
"12","19","16","3",0
"12","19","16","4",0
"12","19","16","5",0
"12","19","16","6",0.05225
"12","19","16","7",119.86
"12","19","16","8",673.75
"12","19","16","9",1421
"12","2","16","0",0
"12","2","16","1",0
"12","2","16","10",832.25
"12","2","16","11",651.5
"12","2","16","12",616.75
"12","2","16","13",735.75
"12","2","16","14",412.25
"12","2","16","15",85.275
"12","2","16","16",5.07175
"12","2","16","17",0
"12","2","16","18",0
"12","2","16","19",0
"12","2","16","2",0
"12","2","16","20",0
"12","2","16","21",0
"12","2","16","22",0
"12","2","16","23",0
"12","2","16","3",0
"12","2","16","4",0
"12","2","16","5",0
"12","2","16","6",0
"12","2","16","7",87.0275
"12","2","16","8",405.75
"12","2","16","9",636
"12","28","16","0",0
"12","28","16","1",0
"12","28","16","10",3037.75
"12","28","16","11",3715.5
"12","28","16","12",3375
"12","28","16","13",1439.5
"12","28","16","14",220.6
"12","28","16","15",46.075
"12","28","16","16",7.7525
"12","28","16","17",0
"12","28","16","18",0
"12","28","16","19",0
"12","28","16","2",0
"12","28","16","20",0
"12","28","16","21",0
"12","28","16","22",0
"12","28","16","23",0
"12","28","16","3",0
"12","28","16","4",0
"12","28","16","5",0
"12","28","16","6",0
"12","28","16","7",0
"12","28","16","8",1068.75
"12","28","16","9",2081.25
"12","29","16","0",0
"12","29","16","1",0
"12","29","16","10",3244.75
"12","29","16","11",3746
"12","29","16","12",3596.25
"12","29","16","13",2308.5
"12","29","16","14",580.75
"12","29","16","15",106.3
"12","29","16","16",24.74475
"12","29","16","17",0
"12","29","16","18",0
"12","29","16","19",0
"12","29","16","2",0
"12","29","16","20",0
"12","29","16","21",0
"12","29","16","22",0
"12","29","16","23",0
"12","29","16","3",0
"12","29","16","4",0
"12","29","16","5",0
"12","29","16","6",0
"12","29","16","7",143.26
"12","29","16","8",1156
"12","29","16","9",2187
"12","3","16","0",0
"12","3","16","1",0
"12","3","16","10",1558.75
"12","3","16","11",943.25
"12","3","16","12",1135
"12","3","16","13",826.75
"12","3","16","14",780.25
"12","3","16","15",624
"12","3","16","16",39.445
"12","3","16","17",0
"12","3","16","18",0
"12","3","16","19",0
"12","3","16","2",0
"12","3","16","20",0
"12","3","16","21",0
"12","3","16","22",0
"12","3","16","23",0
"12","3","16","3",0
"12","3","16","4",0
"12","3","16","5",0
"12","3","16","6",0.2875
"12","3","16","7",212.3
"12","3","16","8",958.25
"12","3","16","9",1962.25
"12","30","16","0",0
"12","30","16","1",0
"12","30","16","10",2847
"12","30","16","11",2642.5
"12","30","16","12",3482.75
"12","30","16","13",1408.5
"12","30","16","14",1895
"12","30","16","15",935
"12","30","16","16",117.265
"12","30","16","17",0
"12","30","16","18",0
"12","30","16","19",0
"12","30","16","2",0
"12","30","16","20",0
"12","30","16","21",0
"12","30","16","22",0
"12","30","16","23",0
"12","30","16","3",0
"12","30","16","4",0
"12","30","16","5",0
"12","30","16","6",0
"12","30","16","7",144.585
"12","30","16","8",1177.5
"12","30","16","9",2222.5
"12","31","16","0",0
"12","31","16","1",0
"12","31","16","10",573.5
"12","31","16","11",1719
"12","31","16","12",3599
"12","31","16","13",2854.5
"12","31","16","14",1905.5
"12","31","16","15",885
"12","31","16","16",77.9475
"12","31","16","17",0
"12","31","16","18",0
"12","31","16","19",0
"12","31","16","2",0
"12","31","16","20",0
"12","31","16","21",0
"12","31","16","22",0
"12","31","16","23",0
"12","31","16","3",0
"12","31","16","4",0
"12","31","16","5",0
"12","31","16","6",0
"12","31","16","7",72.95
"12","31","16","8",190.75
"12","31","16","9",434.25
"12","4","16","0",0
"12","4","16","1",0
"12","4","16","10",283
"12","4","16","11",331.25
"12","4","16","12",183.75
"12","4","16","13",52.325
"12","4","16","14",20.45
"12","4","16","15",6.42
"12","4","16","16",0
"12","4","16","17",0
"12","4","16","18",0
"12","4","16","19",0
"12","4","16","2",0
"12","4","16","20",0
"12","4","16","21",0
"12","4","16","22",0
"12","4","16","23",0
"12","4","16","3",0
"12","4","16","4",0
"12","4","16","5",0
"12","4","16","6",0
"12","4","16","7",41.4515
"12","4","16","8",221.25
"12","4","16","9",223.75
"12","5","16","0",0
"12","5","16","1",0
"12","5","16","10",110.5
"12","5","16","11",192
"12","5","16","12",251.5
"12","5","16","13",622
"12","5","16","14",719.75
"12","5","16","15",391.75
"12","5","16","16",36.3425
"12","5","16","17",0
"12","5","16","18",0
"12","5","16","19",0
"12","5","16","2",0
"12","5","16","20",0
"12","5","16","21",0
"12","5","16","22",0
"12","5","16","23",0
"12","5","16","3",0
"12","5","16","4",0
"12","5","16","5",0
"12","5","16","6",0
"12","5","16","7",3.465
"12","5","16","8",33.025
"12","5","16","9",75.4
"12","6","16","0",0
"12","6","16","1",0
"12","6","16","10",1147.25
"12","6","16","11",969.75
"12","6","16","12",549.25
"12","6","16","13",539.75
"12","6","16","14",133.825
"12","6","16","15",173.55
"12","6","16","16",24.06
"12","6","16","17",0
"12","6","16","18",0
"12","6","16","19",0
"12","6","16","2",0
"12","6","16","20",0
"12","6","16","21",0
"12","6","16","22",0
"12","6","16","23",0
"12","6","16","3",0
"12","6","16","4",0
"12","6","16","5",0
"12","6","16","6",0
"12","6","16","7",18.925
"12","6","16","8",215.25
"12","6","16","9",552.25
"12","7","16","0",0
"12","7","16","1",0
"12","7","16","10",2393.75
"12","7","16","11",3837
"12","7","16","12",3502.5
"12","7","16","13",1098.25
"12","7","16","14",675.75
"12","7","16","15",477.75
"12","7","16","16",47.36
"12","7","16","17",0
"12","7","16","18",0
"12","7","16","19",0
"12","7","16","2",0
"12","7","16","20",0
"12","7","16","21",0
"12","7","16","22",0
"12","7","16","23",0
"12","7","16","3",0
"12","7","16","4",0
"12","7","16","5",0
"12","7","16","6",0.665
"12","7","16","7",104.1
"12","7","16","8",374.25
"12","7","16","9",1024.75
"12","8","16","0",0
"12","8","16","1",0
"12","8","16","10",770
"12","8","16","11",1229.75
"12","8","16","12",1157.5
"12","8","16","13",721.75
"12","8","16","14",493.5
"12","8","16","15",169.225
"12","8","16","16",10.625
"12","8","16","17",0
"12","8","16","18",0
"12","8","16","19",0
"12","8","16","2",0
"12","8","16","20",0
"12","8","16","21",0
"12","8","16","22",0
"12","8","16","23",0
"12","8","16","3",0
"12","8","16","4",0
"12","8","16","5",0
"12","8","16","6",0
"12","8","16","7",74.865
"12","8","16","8",457.5
"12","8","16","9",803
"12","9","16","0",0
"12","9","16","1",0
"12","9","16","10",1041.25
"12","9","16","11",1926
"12","9","16","12",1226.75
"12","9","16","13",1182
"12","9","16","14",473
"12","9","16","15",164.9
"12","9","16","16",4.8825
"12","9","16","17",0
"12","9","16","18",0
"12","9","16","19",0
"12","9","16","2",0
"12","9","16","20",0
"12","9","16","21",0
"12","9","16","22",0
"12","9","16","23",0
"12","9","16","3",0
"12","9","16","4",0
"12","9","16","5",0
"12","9","16","6",0
"12","9","16","7",77.325
"12","9","16","8",495.25
"12","9","16","9",1369.75
"2","1","16","0",0
"2","1","16","1",0
"2","1","16","10",1947.75
"2","1","16","11",3562
"2","1","16","12",4236.5
"2","1","16","13",3913
"2","1","16","14",3189.25
"2","1","16","15",1687.75
"2","1","16","16",453.925
"2","1","16","17",9.125
"2","1","16","18",0
"2","1","16","19",0
"2","1","16","2",0
"2","1","16","20",0
"2","1","16","21",0
"2","1","16","22",0
"2","1","16","23",0
"2","1","16","3",0
"2","1","16","4",0
"2","1","16","5",0
"2","1","16","6",0
"2","1","16","7",84.2925
"2","1","16","8",531
"2","1","16","9",923.75
"2","1","17","0",0
"2","1","17","1",0
"2","1","17","10",2690
"2","1","17","11",1073.25
"2","1","17","12",1837
"2","1","17","13",1642.75
"2","1","17","14",3065
"2","1","17","15",1329.25
"2","1","17","16",256.7
"2","1","17","17",3.1
"2","1","17","18",0
"2","1","17","19",0
"2","1","17","2",0
"2","1","17","20",0
"2","1","17","21",0
"2","1","17","22",0
"2","1","17","23",0
"2","1","17","3",0
"2","1","17","4",0
"2","1","17","5",0
"2","1","17","6",0
"2","1","17","7",97.6975
"2","1","17","8",426.5
"2","1","17","9",1591.5
"2","10","16","0",0
"2","10","16","1",0
"2","10","16","10",3605.75
"2","10","16","11",3823.25
"2","10","16","12",3286.75
"2","10","16","13",2443
"2","10","16","14",2479.75
"2","10","16","15",880.25
"2","10","16","16",303.75
"2","10","16","17",15.3
"2","10","16","18",0
"2","10","16","19",0
"2","10","16","2",0
"2","10","16","20",0
"2","10","16","21",0
"2","10","16","22",0
"2","10","16","23",0
"2","10","16","3",0
"2","10","16","4",0
"2","10","16","5",0
"2","10","16","6",2.405
"2","10","16","7",322.55
"2","10","16","8",1287.25
"2","10","16","9",2402.25
"2","10","17","0",0
"2","10","17","1",0
"2","10","17","10",243.5
"2","10","17","11",1012
"2","10","17","12",3074.5
"2","10","17","13",3205.5
"2","10","17","14",2752.75
"2","10","17","15",1014.75
"2","10","17","16",417.75
"2","10","17","17",23.8175
"2","10","17","18",0
"2","10","17","19",0
"2","10","17","2",0
"2","10","17","20",0
"2","10","17","21",0
"2","10","17","22",0
"2","10","17","23",0
"2","10","17","3",0
"2","10","17","4",0
"2","10","17","5",0
"2","10","17","6",0
"2","10","17","7",21.045
"2","10","17","8",77.525
"2","10","17","9",113.75
"2","11","16","0",0
"2","11","16","1",0
"2","11","16","10",4471.25
"2","11","16","11",4673.75
"2","11","16","12",4670.25
"2","11","16","13",4464
"2","11","16","14",3738
"2","11","16","15",2381.5
"2","11","16","16",570.75
"2","11","16","17",27.925
"2","11","16","18",0
"2","11","16","19",0
"2","11","16","2",0
"2","11","16","20",0
"2","11","16","21",0
"2","11","16","22",0
"2","11","16","23",0
"2","11","16","3",0
"2","11","16","4",0
"2","11","16","5",0
"2","11","16","6",4.19975
"2","11","16","7",542.25
"2","11","16","8",2208
"2","11","16","9",3659.25
"2","11","17","0",0
"2","11","17","1",0
"2","11","17","10",3243
"2","11","17","11",3267.75
"2","11","17","12",3458.5
"2","11","17","13",3126.75
"2","11","17","14",2872.75
"2","11","17","15",1249
"2","11","17","16",86.125
"2","11","17","17",9.28
"2","11","17","18",0
"2","11","17","19",0
"2","11","17","2",0
"2","11","17","20",0
"2","11","17","21",0
"2","11","17","22",0
"2","11","17","23",0
"2","11","17","3",0
"2","11","17","4",0
"2","11","17","5",0
"2","11","17","6",2.2425
"2","11","17","7",298.725
"2","11","17","8",1270.75
"2","11","17","9",2443.25
"2","12","16","0",0
"2","12","16","1",0
"2","12","16","10",664.25
"2","12","16","11",702.5
"2","12","16","12",555.75
"2","12","16","13",1569.5
"2","12","16","14",1646.25
"2","12","16","15",1501
"2","12","16","16",674.25
"2","12","16","17",35.8825
"2","12","16","18",0
"2","12","16","19",0
"2","12","16","2",0
"2","12","16","20",0
"2","12","16","21",0
"2","12","16","22",0
"2","12","16","23",0
"2","12","16","3",0
"2","12","16","4",0
"2","12","16","5",0
"2","12","16","6",0.201
"2","12","16","7",62.8
"2","12","16","8",293
"2","12","16","9",352.5
"2","12","17","0",0
"2","12","17","1",0
"2","12","17","10",4237
"2","12","17","11",4631.75
"2","12","17","12",4637.25
"2","12","17","13",4519.25
"2","12","17","14",3753.5
"2","12","17","15",2513
"2","12","17","16",764.25
"2","12","17","17",32.13
"2","12","17","18",0
"2","12","17","19",0
"2","12","17","2",0
"2","12","17","20",0
"2","12","17","21",0
"2","12","17","22",0
"2","12","17","23",0
"2","12","17","3",0
"2","12","17","4",0
"2","12","17","5",0
"2","12","17","6",2.1975
"2","12","17","7",149.025
"2","12","17","8",987
"2","12","17","9",2915.5
"2","13","16","0",0
"2","13","16","1",0
"2","13","16","10",4549.75
"2","13","16","11",4707
"2","13","16","12",4664.5
"2","13","16","13",4592.75
"2","13","16","14",3525.75
"2","13","16","15",1998.5
"2","13","16","16",401
"2","13","16","17",19.775
"2","13","16","18",0
"2","13","16","19",0
"2","13","16","2",0
"2","13","16","20",0
"2","13","16","21",0
"2","13","16","22",0
"2","13","16","23",0
"2","13","16","3",0
"2","13","16","4",0
"2","13","16","5",0
"2","13","16","6",5.51
"2","13","16","7",503
"2","13","16","8",2089.75
"2","13","16","9",3774
"2","13","17","0",0
"2","13","17","1",0
"2","13","17","10",3939
"2","13","17","11",3054.75
"2","13","17","12",4264.5
"2","13","17","13",3871
"2","13","17","14",2825.5
"2","13","17","15",1002.5
"2","13","17","16",328.5
"2","13","17","17",19.075
"2","13","17","18",0
"2","13","17","19",0
"2","13","17","2",0
"2","13","17","20",0
"2","13","17","21",0
"2","13","17","22",0
"2","13","17","23",0
"2","13","17","3",0
"2","13","17","4",0
"2","13","17","5",0
"2","13","17","6",13.9175
"2","13","17","7",642.25
"2","13","17","8",2262.25
"2","13","17","9",3118.5
"2","14","16","0",0
"2","14","16","1",0
"2","14","16","10",422.75
"2","14","16","11",749
"2","14","16","12",815.25
"2","14","16","13",1432.75
"2","14","16","14",1043
"2","14","16","15",562.25
"2","14","16","16",102.825
"2","14","16","17",6.8525
"2","14","16","18",0
"2","14","16","19",0
"2","14","16","2",0
"2","14","16","20",0
"2","14","16","21",0
"2","14","16","22",0
"2","14","16","23",0
"2","14","16","3",0
"2","14","16","4",0
"2","14","16","5",0
"2","14","16","6",0.415
"2","14","16","7",110.275
"2","14","16","8",316.25
"2","14","16","9",358.5
"2","14","17","0",0
"2","14","17","1",0
"2","14","17","10",3985.75
"2","14","17","11",4464.25
"2","14","17","12",4227.5
"2","14","17","13",3817.75
"2","14","17","14",2431.25
"2","14","17","15",1526.25
"2","14","17","16",439.75
"2","14","17","17",28.6475
"2","14","17","18",0
"2","14","17","19",0
"2","14","17","2",0
"2","14","17","20",0
"2","14","17","21",0
"2","14","17","22",0
"2","14","17","23",0
